number,path,date,time,white,black,white elo,black elo,time control,event,moves
5,oQQRXNVS,2015.09.30,22:50:24,koualsky,salto-mattale,1572,2090,60+0,Rated Bullet tournament https://lichess.org/tournament/7Q9FSt0C,1. d4 c5 2. d5 d6 3. c4 e6 4. e4 Nf6 5. Nc3 e5 6. Bg5 Be7 7. Be2 O-O 8. Nf3 Na6 9. a3 Nxd5 10. Bxe7 Nxe7 11. O-O Nc6 12. Qc2 Nd4 13. Nxd4 cxd4 14. b4 dxc3 15. Qxc3 Be6 16. Rfd1 Qe7 17. c5 dxc5 18. bxc5 Nxc5 19. Rac1 b6 20. Bb5 f6 21. Bc6 Rad8 22. Rxd8 Rxd8 23. f3 Rd6 24. Bb5 Qd8 25. Kf2 Rd2+ 26. Kg3 f5 27. Rc2 Qg5+ 28. Kh3 f4+ 29. g4 fxg3# 0-1
0,ORoYPN7z,2015.10.01,00:08:05,PervertHerbert,Adamasto,1542,1742,-,Rated Correspondence game,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. Bxc6 Nxc6 5. d4 exd4 6. Nxd4 Bb4+ 7. c3 Bc5 8. b4 Nxd4 9. bxc5 Nc6 10. O-O O-O 11. f4 Re8 12. e5 Re6 13. g4 Qh4 14. g5 h6 15. Qe1 Qg4+ 16. Kh1 hxg5 17. Qd1 Qxd1 18. Rxd1 gxf4 19. Bxf4 Rg6 20. Na3 a6 21. h4 Rg4 22. Bg5 Nxe5 23. Re1 Nf3 24. Re8+ Kh7 25. Rf1 Nxg5 26. hxg5 Rxg5 27. Re7 d6 28. Rxc7 Be6 29. Rxb7 Rh8 30. cxd6 Kg6# 0-1
0,F6at0JG5,2015.10.01,05:19:37,noble2020,wein,1529,1623,300+0,Rated Blitz tournament https://lichess.org/tournament/ONT7EVOo,1. e4 d6 2. Nf3 g6 3. d4 Bg7 4. Nc3 c6 5. Be2 Nf6 6. Be3 Nbd7 7. O-O O-O 8. h3 h6 9. a3 b5 10. b4 Bb7 11. Rb1 a6 12. Na2 Rc8 13. Qd2 Kh7 14. c4 e5 15. d5 cxd5 16. cxd5 Nb6 17. Rfc1 Nxe4 18. Qd3 Nf6 19. Bxb6 Qxb6 20. Nd2 Bxd5 21. Nc3 Bc4 22. Nxc4 bxc4 23. Qf3 Qc6 24. Qxc6 Rxc6 25. Na4 d5 26. Nc5 a5 27. b5 Rxc5 28. b6 Rb8 29. a4 Nd7 30. Rb5 Rxb5 31. axb5 Rxb6 32. Ra1 Rxb5 33. Bf3 d4 34. Bc6 Rb2 35. Bxd7 c3 36. Rxa5 c2 37. Rc5 Rb1+ 38. Kh2 c1=Q 39. Rxc1 Rxc1 40. Bg4 d3 41. Kg3 d2 42. h4 h5 43. Bf3 e4 44. Be2 Be5+ 45. Kh3 d1=Q 46. Bxd1 Rxd1 47. g3 Rd2 48. Kg2 e3 49. Kf1 e2+ 50. Ke1 Ra2 51. g4 Bg3 52. fxg3 hxg4 53. h5 gxh5 54. Kf2 f6 55. Ke1 Kh6 56. Kf2 Kg6 57. Ke1 Kf5 58. Kf2 Ke4 59. Ke1 Kd3 60. Kf2 Kd2 61. Kg2 e1=Q 62. Kh2 Ke3# 0-1
5,HErt1yk3,2015.10.01,08:04:46,Kierkegaard,shaxMSTAtist,2295,2081,60+0,Rated Bullet game,1. Nf3 e6 2. c4 d5 3. d4 dxc4 4. Nc3 Be7 5. e4 Nf6 6. Bxc4 O-O 7. e5 Nd5 8. Bd3 c5 9. h4 b6 10. Bxh7+ Kxh7 11. Ng5+ Kg6 12. Qg4 f5 13. h5+ Kh6 14. Nxe6+ g5 15. hxg6# 1-0
0,74cUjBZo,2015.10.01,09:08:03,Elda64,nizzle_fe_shizzle,2767,2088,60+0,Rated Bullet game,1. d4 { [%eval 0.16] } 1... d5 { [%eval 0.17] } 2. Nf3 { [%eval 0.15] } 2... g6 { [%eval 0.5] } 3. Bg5 { [%eval 0.38] } 3... Bg7 { [%eval 0.25] } 4. Nc3 { [%eval 0.2] } 4... c6 { [%eval 0.39] } 5. e4 { [%eval 0.41] } 5... h6 { [%eval 0.53] } 6. Bh4?! { [%eval 0.0] } 6... dxe4 { [%eval 0.15] } 7. Nxe4 { [%eval -0.07] } 7... Nf6 { [%eval 0.18] } 8. Bxf6 { [%eval 0.04] } 8... exf6 { [%eval 0.06] } 9. Nxf6+? { [%eval -2.73] } 9... Bxf6 { [%eval -2.75] } 10. Be2 { [%eval -2.87] } 10... Bg7 { [%eval -2.66] } 11. O-O { [%eval -2.65] } 11... O-O { [%eval -2.65] } 12. c3 { [%eval -2.7] } 12... Nd7 { [%eval -2.6] } 13. h3 { [%eval -2.81] } 13... b6 { [%eval -2.53] } 14. Bd3 { [%eval -2.67] } 14... Bb7 { [%eval -2.62] } 15. Re1 { [%eval -2.61] } 15... Re8 { [%eval -2.3] } 16. Be4?! { [%eval -2.97] } 16... Qc7 { [%eval -2.57] } 17. Qb3 { [%eval -2.56] } 17... c5 { [%eval -2.57] } 18. Bxg6? { [%eval -3.68] } 18... Rxe1+ { [%eval -3.44] } 19. Rxe1 { [%eval -3.49] } 19... Nf6? { [%eval -2.04] } 20. Bb1?! { [%eval -2.68] } 20... Bxf3 { [%eval -2.75] } 21. gxf3 { [%eval -2.81] } 21... cxd4 { [%eval -2.75] } 22. cxd4 { [%eval -2.53] } 22... Re8 { [%eval -2.38] } 23. Rxe8+ { [%eval -2.51] } 23... Nxe8 { [%eval -2.57] } 24. Qd3 { [%eval -3.03] } 24... Qe7?! { [%eval -2.45] } 25. Qh7+?! { [%eval -3.01] } 25... Kf8 { [%eval -3.08] } 26. Be4? { [%eval -4.58] } 26... Qg5+ { [%eval -4.46] } 27. Kh1? { [%eval -6.36] } 27... Nf6?? { [%eval -3.06] } 28. Qf5 { [%eval -2.9] } 28... Qxf5 { [%eval -3.07] } 29. Bxf5 { [%eval -2.99] } 29... a6?! { [%eval -2.47] } 30. Bd3 { [%eval -2.71] } 30... a5 { [%eval -2.75] } 31. a4?! { [%eval -3.33] } 31... Nd7 { [%eval -2.84] } 32. d5 { [%eval -3.31] } 32... Nc5 { [%eval -3.18] } 33. Bb5 { [%eval -3.2] } 33... Ke7 { [%eval -3.03] } 34. b3?! { [%eval -3.72] } 34... Kd6?! { [%eval -2.78] } 35. Bc4 { [%eval -2.79] } 35... Be5 { [%eval -2.75] } 36. Kg2 { [%eval -2.82] } 36... f5 { [%eval -2.9] } 37. f4 { [%eval -3.25] } 37... Bxf4 { [%eval -3.23] } 38. Kf3 { [%eval -3.68] } 38... Bg5 { [%eval -3.69] } 39. h4 { [%eval -4.09] } 39... Bxh4 { [%eval -3.87] } 40. Ke3 { [%eval -4.34] } 40... Bg5+ { [%eval -4.18] } 41. f4 { [%eval -4.58] } 41... Bh4 { [%eval -4.77] } 42. Kf3 { [%eval -4.75] } 42... Bf6 { [%eval -4.62] } 43. Be2? { [%eval -5.79] } 43... Nxb3 { [%eval -5.18] } 44. Bc4?? { [%eval #-16] } 44... Nc5?? { [%eval -5.72] } 45. Bb5 { [%eval -5.74] } 45... Kxd5 { [%eval -5.68] } 46. Be8 { [%eval -6.87] } 46... Nxa4? { [%eval -4.13] } 47. Bxa4 { [%eval -6.73] } 47... Kc5? { [%eval -4.97] } 48. Ke3? { [%eval -6.95] } 48... b5 { [%eval -3.82] } 49. Bc2?? { [%eval -7.52] } 49... b4? { [%eval -4.78] } 50. Kd2?? { [%eval -7.81] } 50... Kc4 { [%eval -7.75] } 51. Bxf5? { [%eval -18.36] } 51... a4?! { [%eval -9.07] } 52. Kc2?! { [%eval -53.23] } 52... b3+ { [%eval -50.03] } 53. Kb1?! { [%eval #-13] } 53... Kc3 { [%eval #-10] } 54. Ka1 { [%eval #-3] } 54... a3 { [%eval #-2] } 55. Kb1 { [%eval #-2] } 55... a2+?! { [%eval #-3] } 56. Ka1 { [%eval #-1] } 56... Kb4# 0-1
0,Ys0XiwoJ,2015.10.01,12:48:05,giannimekk,K0rvin,1873,2001,180+0,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. O-O O-O 6. Nc3 d6 7. h3 h6 8. Be3 Bb6 9. Qd2 Be6 10. Nd5 Bxd5 11. exd5 Ne7 12. Bxh6 gxh6 13. Qxh6 Nh7 14. Ng5 Nxg5 15. Qxg5+ Ng6 16. Qh6 Qh4 17. Qd2 Nf4 18. Rae1 Qg5 19. g3 Nxh3+ 20. Kg2 Qxd2 21. Kxh3 Bxf2 22. Rd1 Qe3 23. Rxf2 Qxf2 24. c3 Kg7 25. Kg4 Rh8 26. d4 Rag8 27. Rf1 Kf8# 0-1
0,LHVIixcS,2015.10.01,12:57:08,Eristu,Spitfirier,1582,1574,600+5,Rated Classical game,1. e4 { [%eval 0.13] } 1... c6 { [%eval 0.39] } 2. d4 { [%eval 0.38] } 2... d5 { [%eval 0.37] } 3. e5 { [%eval 0.36] } 3... Bf5 { [%eval 0.45] } 4. Bd3 { [%eval 0.12] } 4... Bxd3 { [%eval 0.13] } 5. cxd3 { [%eval -0.15] } 5... e6 { [%eval -0.16] } 6. Nf3 { [%eval -0.22] } 6... Nd7 { [%eval -0.19] } 7. a3 { [%eval -0.27] } 7... Rc8 { [%eval -0.07] } 8. O-O { [%eval -0.14] } 8... Ne7 { [%eval -0.13] } 9. Bg5 { [%eval -0.24] } 9... Qc7 { [%eval -0.05] } 10. Nc3 { [%eval -0.1] } 10... Ng6 { [%eval 0.08] } 11. h4 { [%eval 0.08] } 11... c5? { [%eval 2.26] } 12. Rc1? { [%eval 0.51] } 12... cxd4? { [%eval 2.0] } 13. Ne2? { [%eval 0.68] } 13... Qb8 { [%eval 0.79] } 14. Rxc8+ { [%eval 0.79] } 14... Qxc8 { [%eval 0.82] } 15. Nexd4?! { [%eval 0.0] } 15... Ngxe5?! { [%eval 0.82] } 16. Nxe5 { [%eval 0.55] } 16... Nxe5 { [%eval 0.79] } 17. Qa4+ { [%eval 0.73] } 17... Nc6 { [%eval 0.84] } 18. Nxc6 { [%eval 0.81] } 18... bxc6 { [%eval 0.84] } 19. Qxa7 { [%eval 0.53] } 19... Bd6 { [%eval 0.55] } 20. Bc1?! { [%eval -0.29] } 20... O-O { [%eval -0.17] } 21. Qe3?! { [%eval -0.95] } 21... Qd8 { [%eval -0.81] } 22. h5 { [%eval -1.12] } 22... Qh4 { [%eval -1.04] } 23. Qh3 { [%eval -1.13] } 23... Qxh3 { [%eval -1.14] } 24. gxh3 { [%eval -1.1] } 24... h6?! { [%eval -0.5] } 25. Bd2 { [%eval -0.58] } 25... Kh7 { [%eval -0.14] } 26. Rc1 { [%eval -0.31] } 26... c5 { [%eval -0.27] } 27. b4 { [%eval -0.39] } 27... cxb4 { [%eval -0.34] } 28. Bxb4 { [%eval -0.3] } 28... Bxb4 { [%eval -0.32] } 29. axb4 { [%eval -0.25] } 29... g6 { [%eval -0.16] } 30. hxg6+ { [%eval -0.26] } 30... Kxg6 { [%eval -0.17] } 31. b5 { [%eval -0.46] } 31... Rb8 { [%eval -0.36] } 32. Rb1 { [%eval -0.41] } 32... Kf5 { [%eval -0.37] } 33. Kf1 { [%eval -0.46] } 33... Ke5 { [%eval -0.15] } 34. Ke2 { [%eval -0.44] } 34... Kd4 { [%eval -0.21] } 35. b6 { [%eval -0.27] } 35... f5?! { [%eval 0.61] } 36. f3?! { [%eval -0.15] } 36... e5?! { [%eval 0.81] } 37. h4?! { [%eval -0.18] } 37... e4 { [%eval 0.0] } 38. dxe4 { [%eval 0.18] } 38... fxe4 { [%eval 0.06] } 39. fxe4 { [%eval 0.06] } 39... Kxe4 { [%eval 0.06] } 40. Rb4+ { [%eval 0.06] } 40... d4 { [%eval 0.32] } 41. Kd2 { [%eval 0.06] } 41... Kd5 { [%eval 0.14] } 42. b7 { [%eval 0.06] } 42... Kc5 { [%eval 0.06] } 43. Rb3 { [%eval 0.06] } 43... Kc4 { [%eval 0.06] } 44. Rb6 { [%eval 0.06] } 44... d3?! { [%eval 0.86] } 45. Rc6+ { [%eval 0.83] } 45... Kb5? { [%eval 2.01] } 46. Rxh6 { [%eval 2.12] } 46... Rxb7 { [%eval 1.87] } 47. Kxd3 { [%eval 1.95] } 47... Kb4?! { [%eval 2.79] } 48. h5 { [%eval 3.02] } 48... Kb3 { [%eval 3.3] } 49. Ke4 { [%eval 3.28] } 49... Kc4 { [%eval 3.62] } 50. Re6 { [%eval 5.14] } 50... Rb1 { [%eval 4.74] } 51. Kf5? { [%eval 2.57] } 51... Kd5 { [%eval 4.81] } 52. Re5+? { [%eval 2.03] } 52... Kd6 { [%eval 2.03] } 53. Re3 { [%eval 2.06] } 53... Kd5?? { [%eval 6.07] } 54. h6 { [%eval 5.6] } 54... Rf1+?? { [%eval 10.53] } 55. Kg4 { [%eval 10.63] } 55... Kd4 { [%eval 45.82] } 56. Rh3 { [%eval 44.34] } 56... Ke4 { [%eval 44.34] } 57. h7 { [%eval 44.74] } 57... Rg1+?! { [%eval #12] } 58. Kh4 { [%eval #12] } 58... Kf5 { [%eval #11] } 59. h8=Q { [%eval #10] } 59... Rg4+ { [%eval #10] } 60. Kh5 { [%eval #9] } 60... Rg5+ { [%eval #9] } 61. Kh6 { [%eval #8] } 61... Rg6+ { [%eval #8] } 62. Kh7 { [%eval #7] } 62... Kg5 { [%eval #4] } 63. Rg3+?! { [%eval #6] } 63... Kh5 { [%eval #2] } 64. Rxg6 { [%eval #1] } 64... Kh4 { [%eval #1] } 65. Kg7# 1-0
0,iCvUfYq6,2015.10.01,13:18:58,elchuchesumare,Kikelius,1649,1788,0+1,Rated Bullet game,1. d4 c6 2. c4 d5 3. cxd5 cxd5 4. Nc3 e6 5. e3 Nf6 6. Nf3 Nc6 7. Bd3 Bd6 8. O-O O-O 9. Qb3 h6 10. Bd2 a6 11. Rac1 Na5 12. Qc2 Nc6 13. Rfe1 b5 14. e4 dxe4 15. Nxe4 Bb7 16. Nxf6+ Qxf6 17. Bh7+ Kh8 18. Be4 Rab8 19. Bxc6 Bxc6 20. Qxc6 Rbc8 21. Qxd6 Rfd8 22. Rb1 Rxd6 23. Ne5 Rxd4 24. Bc3 Rxc3 25. bxc3 Rd8 26. Ng4 Qg5 27. Rb2 Qxg4 28. Rbe2 Qg5 29. h3 Qg6 30. f3 Qf6 31. Kh2 Qf5 32. Kg3 e5 33. Kf2 Qf4 34. Re4 Qd2+ 35. R1e2 Qd3 36. Rxe5 Rf8 37. R5e3 Qd5 38. Re5 Qd6 39. Re7 Rd8 40. R7e3 Qd5 41. Re4 Qc5+ 42. R4e3 Qc4 43. Kg3 g6 44. Kf2 Kg7 45. Kg3 Qc5 46. Kf2 Qd5 47. Kg3 Qe6 48. Rxe6 fxe6 49. Rxe6 Rd3 50. Re7+ Kf6 51. Ra7 Rxc3 52. Rxa6+ Ke5 53. Ra5 Rc5 54. a3 Kf5 55. a4 Rd5 56. Rxb5 Rxb5 57. axb5 Ke6 58. b6 Kd7 59. b7 Kc7 60. b8=Q+ Kxb8 61. Kf4 Kc7 62. Ke5 Kd7 63. Kf6 h5 64. Kxg6 h4 65. Kg5 Ke7 66. Kxh4 Kf7 67. Kg5 Kg7 68. h4 Kh7 69. h5 Kg7 70. g4 Kh7 71. f4 Kg7 72. f5 Kh7 73. f6 Kg8 74. Kg6 Kf8 75. Kh7 Kf7 76. g5 Kf8 77. g6 Ke8 78. g7 Kf7 79. g8=Q+ Kxf6 80. h6 Ke7 81. Qg7+ Ke8 82. Kg8 Kd8 83. h7 Ke8 84. h8=Q Kd8 85. Kh7# 1-0
0,HaPC03Gx,2015.10.01,14:00:27,azadi,nader-rajaii999,1711,1781,60+0,Rated Bullet tournament https://lichess.org/tournament/mmkkJLyV,1. d4 { [%eval 0.14] } 1... d5 { [%eval 0.12] } 2. c4 { [%eval 0.09] } 2... c6 { [%eval 0.39] } 3. Nf3 { [%eval 0.27] } 3... dxc4 { [%eval 0.51] } 4. Nc3 { [%eval 0.1] } 4... b5 { [%eval 0.21] } 5. e4 { [%eval -0.02] } 5... a6 { [%eval 0.21] } 6. a4 { [%eval 0.05] } 6... Nd7? { [%eval 1.53] } 7. axb5 { [%eval 1.35] } 7... cxb5 { [%eval 1.49] } 8. Nxb5 { [%eval 1.52] } 8... Bb7 { [%eval 1.63] } 9. Nc3 { [%eval 1.55] } 9... Ngf6 { [%eval 1.85] } 10. Bxc4 { [%eval 1.85] } 10... Nxe4?! { [%eval 2.84] } 11. Nxe4?! { [%eval 2.34] } 11... Bxe4 { [%eval 2.31] } 12. Qb3? { [%eval 0.49] } 12... e6 { [%eval 0.49] } 13. Ng5? { [%eval -0.61] } 13... Rb8 { [%eval -0.6] } 14. Qa2? { [%eval -1.79] } 14... Bb4+? { [%eval -0.68] } 15. Bd2?? { [%eval -6.63] } 15... Qxg5?! { [%eval -6.03] } 16. Bxb4 { [%eval -6.31] } 16... Rxb4 { [%eval -5.98] } 17. O-O?? { [%eval #-1] } 17... O-O?? { [%eval -4.31] } 18. f3 { [%eval -4.51] } 18... Qe3+ { [%eval -4.23] } 19. Kh1 { [%eval -4.22] } 19... Bd3 { [%eval -4.22] } 20. Rfe1?! { [%eval -4.82] } 20... Qxd4 { [%eval -4.8] } 21. Rad1?? { [%eval -8.5] } 21... Rxc4 { [%eval -8.53] } 22. Qxa6 { [%eval -8.66] } 22... Ne5 { [%eval -8.24] } 23. Qa1? { [%eval -10.1] } 23... Nxf3 { [%eval -15.15] } 24. gxf3 { [%eval -47.95] } 24... Rc2 { [%eval -15.44] } 25. Qa6?! { [%eval #-3] } 25... Qh4? { [%eval -9.22] } 26. Qd6 { [%eval -10.22] } 26... Bf5?? { [%eval -6.13] } 27. Qg3 { [%eval -6.32] } 27... Qxg3 { [%eval -6.02] } 28. hxg3 { [%eval -5.91] } 28... Rxb2 { [%eval -6.1] } 29. Rd7 { [%eval -6.35] } 29... e5 { [%eval -6.33] } 30. g4?? { [%eval #-11] } 30... Bxd7 { [%eval -50.42] } 31. Rxe5?! { [%eval #-7] } 31... Bxg4?! { [%eval -47.37] } 32. fxg4 { [%eval -53.33] } 32... Rb3?! { [%eval -9.39] } 33. Re2 { [%eval -9.24] } 33... Rh3+ { [%eval -8.86] } 34. Kg2 { [%eval -8.73] } 34... Rh6 { [%eval -8.37] } 35. Ra2? { [%eval -9.68] } 35... Rg6? { [%eval -8.18] } 36. Kg3? { [%eval -9.72] } 36... h5 { [%eval -9.5] } 37. Kh4?! { [%eval -16.3] } 37... Rxg4+ { [%eval -46.45] } 38. Kxh5?! { [%eval #-17] } 38... Rg6 { [%eval #-19] } 39. Kh4 { [%eval #-11] } 39... f6 { [%eval #-14] } 40. Rh2 { [%eval #-2] } 40... Kh7?! { [%eval #-10] } 41. Kh3 { [%eval #-2] } 41... Rh8 { [%eval #-1] } 42. Rg2 { [%eval #-1] } 42... Kg8# 0-1
0,wzm0BBGY,2015.10.01,16:36:44,TheRealHobbit,NiKit,1740,1531,0+1,Rated Bullet game,1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. e3 Nf6 5. Bxc4 e6 6. Nf3 Bd7 7. O-O Be7 8. e4 O-O 9. Re1 Bd6 10. Qd3 e5 11. d5 Be7 12. dxc6 Bxc6 13. Bg5 Bd7 14. Rad1 c6 15. Qe2 Bc8 16. Bb3 Bd6 17. Rxd6 Qxd6 18. Bxf6 Qxf6 19. Rd1 Bg4 20. h3 Bxf3 21. gxf3 Qg6+ 22. Kh1 Qg5 23. Na4 Qf6 24. Kh2 Qg6 25. Qe3 Qf6 26. f4 Qxf4+ 27. Qxf4 exf4 28. Kg2 g5 29. Kf3 Kg7 30. Rg1 f6 31. Nc5 h6 32. Ne6+ Kg6 33. Nxf8+ Kh5 34. Ne6 Kh4 35. Nc7 Kxh3 36. Nxa8 Kh2 37. Rg2+ Kh3 38. Nc7 Kh4 39. Ne6 g4+ 40. Kxf4 Kh3 41. Rg3+ Kh4 42. Kf5 Kh5 43. Nd8 Kh4 44. Nxb7 h5 45. Nd8 c5 46. Kxf6 c4 47. Bxc4 a6 48. e5 a5 49. e6 a4 50. e7 a3 51. e8=Q axb2 52. Qe7 b1=Q 53. Kf7# 1-0
