number,path,date,time,white,black,white elo,black elo,time control,event,moves
5,A1XWGQNG,2014.10.01,02:00:56,lordwini,MATH_ERROR,2006,1905,60+0,Rated Bullet game,1. d4 d5 2. c4 Nf6 3. Nc3 c6 4. Nf3 Bf5 5. e3 dxc4 6. Bxc4 Nbd7 7. O-O e6 8. Re1 Be7 9. e4 Bg4 10. h3 Bh5 11. e5 Nd5 12. Ne4 O-O 13. a3 Qc7 14. Qd3 Bg6 15. Qd1 c5 16. dxc5 Nxc5 17. Bxd5 Bxe4 18. Bxe4 Nxe4 19. Rxe4 Rad8 20. Qe2 Bc5 21. Bg5 Rd5 22. Rc1 Qb6 23. b4 Bd4 24. Nxd4 Rxd4 25. Rc3 Rd7 26. Rg4 h6 27. Bxh6 Kh7 28. Bxg7 Rg8 29. Qe4+ f5 30. exf6# 1-0
0,WfB0S4PR,2014.10.01,05:55:30,n000b,HomerWells,1715,1887,120+0,Rated Bullet game,1. Nf3 Nf6 2. d4 d6 3. c4 g6 4. Nc3 Bg7 5. e3 O-O 6. Bd3 Nbd7 7. O-O Re8 8. b3 e5 9. dxe5 dxe5 10. Ne4 Nxe4 11. Bxe4 Nf6 12. Qxd8 Rxd8 13. Bc2 Nd7 14. Bb2 f6 15. Rad1 b6 16. b4 Bb7 17. Nd2 Nf8 18. Nb3 Ne6 19. a3 Kf8 20. h4 Ke7 21. Rxd8 Rxd8 22. Rd1 Rxd1+ 23. Bxd1 Be4 24. f3 Bd3 25. Kf2 Bxc4 26. Nd2 Bd5 27. e4 Bb7 28. g4 Bh6 29. Nb3 Nf4 30. Bc1 Nd3+ 31. Ke2 Nxc1+ 32. Nxc1 Bxc1 33. Ba4 Bxa3 34. b5 Bc5 35. Kd3 Bd4 36. Kc4 Kd6 37. Bb3 c5 38. bxc6 Bxc6 39. Kd3 h6 40. Bf7 g5 41. hxg5 hxg5 42. Bc4 Kc5 43. Ba6 Bb5+ 44. Bxb5 Kxb5 45. Kc2 Kb4 46. Kb1 a5 47. Ka2 a4 48. Kb1 b5 49. Ka2 Kc3 50. Kb1 b4 51. Kc1 b3 52. Kb1 a3 53. Ka1 a2 54. f4 Kc2# 0-1
0,X0MbrYr8,2014.10.02,12:18:36,cerit,play24Md,1599,1634,240+3,Rated Blitz game,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3 O-O 6. Bg2 a6 7. Nge2 c6 8. O-O b6 9. f4 Bb7 10. e5 dxe5 11. fxe5 Ne8 12. Be3 Kh8 13. Nf4 Qc8 14. Bh3 e6 15. Qb3 b5 16. c5 a5 17. a4 b4 18. Ne4 Ba6 19. Rf2 Bh6 20. Nd6 Nxd6 21. exd6 Bxf4 22. Bxf4 f5 23. Be5+ Kg8 24. g4 Qe8 25. gxf5 gxf5 26. Qg3+ Qg6 27. Rg2 Qxg3 28. Rxg3+ Kf7 29. Rg7+ Ke8 30. Rxh7 Rg8+ 31. Kf2 Nd7 32. Rg1 Rxg1 33. Rh8+ Nf8 34. Kxg1 Bb7 35. Bg7 Kf7 36. Be5 Nd7 37. Rxa8 Bxa8 38. Kf2 Bb7 39. Bg3 Bc8 40. Ke3 Kf6 41. Bg2 Bb7 42. h4 Kg6 43. Bf3 Kh7 44. h5 Kh6 45. Bf4+ Kh7 46. Bg5 e5 47. dxe5 Nxe5 48. Kf4 Nd3+ 49. Kxf5 Bc8+ 50. Kf6 Nxb2 51. Ke7 Bh3 52. d7 Bxd7 53. Kxd7 Nxa4 54. Kxc6 Nxc5 55. Kxc5 b3 56. Bf6 a4 57. Kb4 Kh6 58. Kxa4 b2 59. Bxb2 Kh7 60. Kb5 Kh6 61. Kc6 Kh7 62. Kd6 Kh6 63. Ke6 Kh7 64. Kf6 Kh6 65. Bc1+ Kh7 66. Be4+ Kg8 67. h6 Kh8 68. Bb2 Kg8 69. Bd5+ Kh8 70. Kg6# 1-0
0,31T0MDQb,2014.10.02,22:38:20,mchelken,pieceofffering,1711,1827,180+0,Rated Blitz game,1. d4 d5 2. c4 dxc4 3. e3 a6 4. Bxc4 e6 5. Nc3 b5 6. Bb3 Bb7 7. Nf3 Nf6 8. Bc2 c5 9. dxc5 Qxd1+ 10. Nxd1 Bxc5 11. e4 Nxe4 12. Ne5 O-O 13. O-O Nf6 14. Bg5 Nbd7 15. Nxd7 Nxd7 16. Ne3 h6 17. Bf4 Nf6 18. Be5 Be7 19. Bxf6 Bxf6 20. Ng4 Bxb2 21. Rad1 Rfd8 22. Rxd8+ Rxd8 23. Rb1 Ba3 24. Ne3 Bc5 25. Nd1 Rd2 26. Ne3 Bxe3 27. fxe3 Rxc2 28. Rd1 Bd5 29. h4 Rxa2 30. g4 b4 31. g5 hxg5 32. hxg5 g6 33. Rb1 b3 34. e4 Bxe4 35. Rxb3 Bd5 36. Rb8+ Kg7 37. Kf1 a5 38. Ke1 a4 39. Kd1 Ra1+ 40. Kc2 a3 41. Rb5 a2 42. Ra5 Rh1 43. Kb2 a1=Q+ 44. Rxa1 Rxa1 45. Kxa1 f6 46. gxf6+ Kxf6 47. Kb2 Kf5 48. Kc2 Kf4 49. Kd2 Kf3 50. Ke1 g5 51. Kf1 g4 52. Kg1 g3 53. Kh1 Kf2# 0-1
0,HemxxdG6,2014.10.02,23:36:26,Tikal,Gambitspieler132009,1838,1807,120+0,Rated Bullet game,1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. a3 Bg4 6. Nbd2 Nge7 7. g3 Ng6 8. Bg2 Qd7 9. O-O O-O-O 10. b4 Ngxe5 11. b5 Nxf3+ 12. Nxf3 Bxf3 13. bxc6 Bxc6 14. Bg5 f6 15. Bf4 Bxg2 16. Kxg2 g5 17. Bd2 h5 18. f4 h4 19. fxg5 h3+ 20. Kg1 Qc6 21. Rf3 fxg5 22. Bxg5 Bc5 23. Bxd8 Rf8 24. Qd3 Kxd8 25. Raf1 Rxf3 26. Qxf3 Qd6 27. Qf6+ Qxf6 28. Rxf6 d3+ 29. Kh1 d2 30. Rf1 Be3 31. Ra1 Kd7 32. Rd1 Kc6 33. Rb1 b6 34. Rd1 Kc5 35. Ra1 Kxc4 36. Rd1 Kb3 37. Ra1 Kc2 38. Ra2+ Kd1 39. Ra1+ Kxe2 40. Rb1 d1=R+ 41. Rxd1 Kxd1 42. a4 c5 43. a5 c4 44. axb6 axb6 45. g4 c3 46. g5 c2 47. g6 c1=Q 48. g7 Kd2# 0-1
4,KmS36puR,2014.10.03,04:50:17,JhonNash,xxvikoxx,1184,1797,300+0,Rated Blitz tournament https://lichess.org/tournament/0fEFtMSK,1. d4 a6 2. e3 b5 3. Bd3 Bb7 4. c3 Bxg2 5. Nd2 Bxh1 6. Be4 Bxe4 7. Nxe4 Nc6 8. Nf3 e6 9. Ne5 d5 10. Nxc6 Qh4 11. Nd2 Qxh2 12. Ke2 Nf6 13. Nf3 Qh5 14. Bd2 Ne4 15. Qc2 Ng5 16. Kd3 Nxf3 17. e4 dxe4+ 18. Kxe4 f5+ 19. Kd3 Bd6 20. Ne5 Nxe5+ 21. dxe5 Bxe5 22. Be3 Qf3 23. Re1 O-O-O# 0-1
0,qwWlyypH,2014.10.03,14:21:34,pavanpakar,mrpleasant,1218,1468,360+0,Rated Blitz game,1. e4 d6 2. d4 h6 3. c4 e6 4. b4 g5 5. f4 Be7 6. f5 e5 7. d5 Bf6 8. c5 a6 9. c6 b6 10. b5 h5 11. Qa4 a5 12. Bc4 g4 13. Nc3 Bg5 14. Nge2 Bxc1 15. Rxc1 Qg5 16. g3 Bd7 17. cxd7+ Nxd7 18. h4 gxh3 19. Rxh3 Nc5 20. Qc2 a4 21. a3 Nf6 22. Rd1 Ke7 23. Qd2 Qg7 24. Qc2 Qg6 25. fxg6 fxg6 26. Kd2 Ng4 27. Rdh1 Nf2 28. Ng1 Nxh1 29. Rxh1 Rh7 30. Ke3 Rf7 31. Nf3 Raf8 32. Qe2 Rxf3+ 33. Qxf3 Rxf3+ 34. Kxf3 Kf6 35. g4 Kg5 36. gxh5 gxh5 37. Rg1+ Kh6 38. Ne2 Ne6 39. Ng3 h4 40. Nf5+ Kh5 41. Be2 h3 42. Ke3# 1-0
2,kqR4e2R3,2014.10.03,17:38:33,Player-master,amin_hii,1623,1458,300+0,Rated Blitz tournament https://lichess.org/tournament/NPjU6snM,1. f4 d5 2. Nf3 Bg4 3. e3 e6 4. h3 Bh5 5. g4 Bg6 6. Nc3 h6 7. d3 Nc6 8. Bd2 d4 9. exd4 Nxd4 10. Bg2 Bc5 11. O-O Nf6 12. Kh1 O-O 13. Nxd4 Qxd4 14. b3 Bb4 15. Ne2 Qc5 16. Bxb7 Rab8 17. Bg2 Bxd2 18. Qxd2 Rb4 19. Ng3 Nd5 20. Rae1 Qd6 21. Ne4 Bxe4 22. dxe4 Nb6 23. Qxd6 cxd6 24. c4 d5 25. exd5 exd5 26. cxd5 Nxd5 27. Bxd5 Rd8 28. Rd1 g6 29. Bxf7+ Kxf7 30. Rxd8 Rb6 31. Rd7+ Ke6 32. Rxa7 g5 33. f5+ Kf6 34. a4 Rxb3 35. Ra6+ Kg7 36. f6+ Kf7 37. Ra7+ Kg6 38. f7 Rxh3+ 39. Kg2 Rh4 40. f8=N# 1-0
5,CeEPe5tl,2014.10.04,20:22:00,hungaria,DUMORRO,1644,1718,600+0,Rated Classical game,1. d4 d5 2. c4 e6 3. c5 Nf6 4. h3 Be7 5. Bf4 O-O 6. e3 Bd7 7. Bd3 a6 8. b4 Bc6 9. a4 Nbd7 10. a5 Ne4 11. Qc2 f5 12. Nf3 Bh4 13. Nxh4 Qxh4 14. O-O Rf6 15. Bxc7 Rg6 16. Kh2 Ndf6 17. Bxe4 fxe4 18. Bg3 Qh5 19. f3 exf3 20. gxf3 Qg5 21. Bf4 Qh4 22. Qf2 Qh5 23. Rg1 Rf8 24. Rxg6 Qxg6 25. Nd2 Nh5 26. Rg1 Qc2 27. Bd6 Rf7 28. f4 Nf6 29. Rg2 Ne4 30. Nxe4 Qxe4 31. Be5 g6 32. h4 Rf5 33. Kh3 Rh5 34. Qe2 Kf7 35. Kg3 Bb5 36. Qd2 Qf5 37. Bc7 Bd3 38. Bd8 Be4 39. Rg1 Ke8 40. Bc7 Kd7 41. Bd6 h6 42. Qh2 g5 43. Qh3 gxh4+ 44. Kh2 Qh7 45. Be5 Bf5 46. Qf1 Bg6 47. Qg2 Bf5 48. Qa2 Kc6 49. Rg7 Qh8 50. Qa4+ b5 51. cxb6# 1-0
1,9KRNAYLs,2014.10.05,10:44:17,jpvty,mestafacelik,1670,1583,900+3,Rated Classical game,1. d4 d5 2. Nf3 Nf6 3. c4 dxc4 4. e3 Bg4 5. Bxc4 Nc6 6. Nc3 e6 7. a3 Bc5 8. dxc5 Qxd1+ 9. Nxd1 O-O-O 10. O-O Bxf3 11. gxf3 Rd7 12. Nc3 Rhd8 13. b4 a6 14. b5 axb5 15. Bxb5 Nd5 16. Bb2 Nxc3 17. Bxc3 g6 18. Bf6 Re8 19. a4 Rd5 20. Rfc1 h5 21. e4 Rd4 22. Bxd4 f5 23. exf5 gxf5 24. Bxc6 bxc6 25. Be5 h4 26. f4 h3 27. Kh1 Kd7 28. a5 Kc8 29. a6 Kb8 30. a7+ Ka8 31. Bxc7 Re7 32. Bb6 Rb7 33. Rd1 Rg7 34. Rd8+ Kb7 35. a8=B# 1-0
