number,path,date,time,white,black,white elo,black elo,time control,event,moves
5,7O8Mu6RH,2015.04.01,08:33:58,cdl15,gory,1644,1657,300+0,Rated Blitz tournament https://lichess.org/tournament/0dbHoY88,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f3 Bg7 5. Be3 h6 6. Qd2 Nc6 7. O-O-O a6 8. g4 Nd7 9. Nge2 b5 10. Ng3 b4 11. Nd5 e6 12. Nxb4 Nxb4 13. Qxb4 O-O 14. Qd2 Rb8 15. Bxh6 Bh8 16. Bxf8 Qxf8 17. h4 c5 18. Ne2 cxd4 19. Nxd4 Nc5 20. b3 Rb4 21. Qxb4 Bd7 22. h5 g5 23. Qd2 d5 24. Qxg5+ Kh7 25. e5 Nb7 26. Bd3+ f5 27. exf6# 1-0
0,pltTLAOj,2015.04.01,11:48:16,Fifou13,lawyer1234,1349,1488,180+3,Rated Blitz game,1. d3 e5 2. e4 d6 3. Nf3 h6 4. Nc3 a6 5. Nd5 Nf6 6. Nxf6+ Qxf6 7. Be2 Be7 8. O-O Qg6 9. Qe1 Bh3 10. g3 Bxf1 11. Bxf1 Nc6 12. Bh3 O-O 13. Bf5 Qf6 14. Nh4 Nd4 15. Qd2 Nxf5 16. Nxf5 Rfe8 17. Qc3 c5 18. Qe1 b5 19. Qe2 a5 20. Qg4 Qg6 21. Nxh6+ gxh6 22. Qxg6+ fxg6 23. Bxh6 g5 24. h4 gxh4 25. gxh4 Bxh4 26. Kg2 Kf7 27. Rh1 Bf6 28. Be3 Rg8+ 29. Kf1 Rh8 30. Rg1 Rag8 31. Rxg8 Rxg8 32. b3 Bg5 33. Bxg5 Rxg5 34. a3 Ke6 35. c4 b4 36. a4 Kf6 37. f3 Kg6 38. Kf2 Kh5 39. Kf1 Kh4 40. Kf2 Kh3 41. f4 exf4 42. Kf3 Rg3+ 43. Kxf4 Rxd3 44. Kf5 Rxb3 45. Ke6 Rd3 46. e5 dxe5 47. Kxe5 Kg4 48. Ke4 Rd1 49. Ke5 Kf3 50. Ke6 Ke4 51. Ke7 Kd4 52. Kd6 Kxc4+ 53. Kc6 b3 54. Kb6 Kb4 55. Ka6 Kxa4 56. Kb6 Kb4 57. Ka6 b2 58. Kb6 b1=Q 59. Kc6 a4 60. Kb6 a3 61. Kc6 a2 62. Kb6 a1=Q 63. Kc6 c4 64. Kb6 c3 65. Kc6 Kc4 66. Kc7 c2 67. Kc6 Qd4 68. Kc7 c1=Q 69. Kc6 Kd3# 0-1
0,nE55YzkN,2015.04.02,12:15:19,carlymayne,Fritzz,1934,1533,0+1,Rated Bullet tournament https://lichess.org/tournament/JnBKe2i7,1. d4 c5 2. Nf3 cxd4 3. c3 b6 4. cxd4 Bb7 5. Nc3 Bxf3 6. exf3 d6 7. Bc4 Nf6 8. O-O e6 9. Re1 Be7 10. Bb3 O-O 11. a3 Re8 12. Bg5 Nc6 13. Ba2 h6 14. Bh4 g5 15. Bg3 Nh5 16. Qd3 Nxg3 17. hxg3 Bf6 18. Kh2 Bxd4 19. Rh1 Bxf2 20. Raf1 Bc5 21. Ne4 f6 22. Nxc5 dxc5 23. Qg6+ Kh8 24. Qxh6+ Kg8 25. Qg6+ Kh8 26. Kg1# 1-0
0,1EUjh2r4,2015.04.02,14:27:26,heatsticks,Abdulla71,1429,1257,300+0,Rated Blitz game,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 Nf6 5. Nf3 e6 6. O-O Be7 7. Re1 Nc6 8. Ne2 O-O 9. Ng3 Bd6 10. c3 Bxg3 11. hxg3 a6 12. d4 b5 13. Bb3 Bb7 14. Bc2 g6 15. Bg5 Kh8 16. Nd2 h6 17. Bxh6 Rg8 18. Bg5 Qd5 19. Bxf6+ Kh7 20. Be4 Qd7 21. Kh2 Rab8 22. Rh1 Ne7 23. Kg1# 1-0
0,jdPF9MvH,2015.04.02,17:51:01,elCapitan2000,sergior2015abr02yn,1754,1642,300+0,Rated Blitz tournament https://lichess.org/tournament/k7U74jg5,1. f4 d5 2. e3 Nf6 3. d3 e6 4. b3 Be7 5. Bb2 Nbd7 6. a3 O-O 7. g4 c5 8. g5 Ne8 9. h4 f6 10. Bg2 fxg5 11. hxg5 Qc7 12. Qh5 h6 13. gxh6 Bf6 14. hxg7 Bxg7 15. Qh7+ Kf7 16. Bxg7 Nxg7 17. Bf3 Nf6 18. Nh3 Nxh7 19. Nd2 e5 20. O-O-O Bxh3 21. Rxh3 Rh8 22. Rdh1 exf4 23. e4 Qa5 24. Nb1 Kg8 25. exd5 Re8 26. Be4 Rxe4 27. dxe4 Qc7 28. c4 Qe5 29. Nd2 a6 30. Kc2 b5 31. Rg1 Kf7 32. Rgh1 Kg8 33. cxb5 axb5 34. a4 b4 35. a5 Qc3+ 36. Kd1 Qa1+ 37. Ke2 Qxa5 38. Nc4 Qa2+ 39. Kd3 Qxb3+ 40. Ke2 Qxc4+ 41. Kf3 Qd3+ 42. Kxf4 Qd2+ 43. Ke5 Qb2+ 44. Kd6 Ne8+ 45. Ke7 Qg7+ 46. Kxe8 Qf7+ 47. Kd8 Kg7# 0-1
0,8F9Fyn1f,2015.04.02,18:16:27,TheJolly,ChessPadavan,1075,1011,300+8,Rated Classical game,1. e3 d5 2. d4 Nf6 3. h4 Bg4 4. f3 Qd7 5. fxg4 Nxg4 6. h5 Nxe3 7. Bxe3 e5 8. dxe5 Bb4+ 9. c3 Bxc3+ 10. bxc3 Nc6 11. h6 gxh6 12. Rxh6 Nxe5 13. Nd2 O-O-O 14. Qb3 Qc6 15. Rxc6 Nxc6 16. Rb1 d4 17. Qxb7+ Kd7 18. cxd4 Ke8 19. d5 Nb8 20. d6 cxd6 21. Bb5+ Kf8 22. Bxa7 Rg8 23. Bxb8 Rxg2 24. Bxd6+ Rxd6 25. Qb8+ Ke7 26. Qe8+ Kf6 27. Ne4+ Kf5 28. Nxd6+ Kf6 29. Qxf7+ Kg5 30. Nf3+ Kg4 31. Bd7+ Kg3 32. Nf5+ Kxf3 33. Nh4+ Kg3 34. Nxg2 Kxg2 35. Qf2+ Kh1 36. Ke2# 1-0
0,gV8424DV,2015.04.02,20:37:06,swiftrix,nesto2,1330,1462,1500+5,Rated Classical game,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d3 e6 5. Nf3 Bb4 6. Bd2 Nc6 7. a3 Bxc3 8. Bxc3 Qb5 9. Bxg7 f6 10. Bxh8 Qxb2 11. Qb1 Qc3+ 12. Kd1 Nd4 13. Nxd4 Qxd4 14. f3 Kf7 15. Ra2 Bd7 16. Qxb7 Qd5 17. Qxd5 exd5 18. Rb2 Nh6 19. Rb7 Rxh8 20. Rxc7 Ke7 21. Rxa7 Rb8 22. Kd2 Nf5 23. Be2 Nd4 24. Ra5 Be6 25. Ra4 Nf5 26. c4 Rb2+ 27. Ke1 Nd4 28. Bd1 dxc4 29. dxc4 Nc2+ 30. Kf2 Bxc4 31. Ra7+ Kf8 32. Bxc2 Rxc2+ 33. Kg3 Kg8 34. Rd1 Bf7 35. Rd8+ Kg7 36. a4 Rc4 37. Rdd7 h5 38. Rxf7+ Kg6 39. a5 h4+ 40. Kh3 Kg5 41. a6 Kf4 42. Rxf6+ Ke3 43. Re7+ Kf2 44. a7 Kg1 45. a8=R Rc2 46. Rg6 Rf2 47. Re1+ Rf1 48. Rae8 Kf2 49. R1e2+ Kg1 50. Rg4 Rf2 51. R2e3 Rf1 52. f4 Kf2 53. Re2+ Kg1 54. Rf8 Rf2 55. Re3 Rxg2 56. Rxg2+ Kf1 57. Rg4 Kf2 58. Re4 Kf3 59. f5 Kf2 60. f6 Kf3 61. f7 Kf2 62. Kxh4 Kf1 63. Kg5 Kf2 64. h3 Kf1 65. h4 Kf2 66. h5 Kf1 67. h6 Kf2 68. h7 Kf1 69. h8=R Kf2 70. Rfg8 Kf3 71. Kf6 Kf2 72. f8=R Kf3 73. Rh7 Kf2 74. Ra7 Kf3 75. Rh8 Kf2 76. Raa8 Kf3 77. Rad8 Kf2 78. Ke5# 1-0
0,T4A6BIJL,2015.04.03,10:47:34,ezmar,Zdravko_Lojanica,1673,1908,300+0,Rated Blitz tournament https://lichess.org/tournament/FgeYkMQZ,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. h3 c6 7. Be3 a6 8. a4 b6 9. Bd3 Bb7 10. O-O b5 11. axb5 cxb5 12. e5 Nfd7 13. Be4 Bxe4 14. Nxe4 Qb6 15. c3 dxe5 16. fxe5 Nxe5 17. Nxe5 Bxe5 18. Qf3 Bg7 19. Rae1 Nd7 20. Ng5 Nf6 21. Bf4 Rac8 22. Rxe7 b4 23. Kh1 bxc3 24. bxc3 a5 25. Rfe1 a4 26. Ne4 Nxe4 27. R7xe4 Qc6 28. Re7 Qxc3 29. Qxc3 Rxc3 30. Be5 a3 31. Ra7 Bxe5 32. dxe5 Rd3 33. e6 fxe6 34. Rxe6 Rf7 35. Ra8+ Kg7 36. Rea6 Rf1+ 37. Kh2 Ra1 38. R8a7+ Kh6 39. h4 a2 40. g3 Rd2+ 41. Kh3 Rh1+ 42. Kg4 Rd4+ 43. Kf3 Rd3+ 44. Ke2 Rxg3 45. Rxa2 Rh2+ 46. Kf1 Rxa2 47. Rxa2 Rg4 48. Kf2 Rxh4 49. Kg3 Rc4 50. Ra3 Kg5 51. Ra5+ Kh6 52. Ra3 g5 53. Ra6+ Kh5 54. Ra3 Rg4+ 55. Kf3 Rg1 56. Kf2 Rg4 57. Kf3 Rh4 58. Kg3 Rc4 59. Kf3 g4+ 60. Kg3 Rc5 61. Re3 h6 62. Ra3 Kg5 63. Re3 h5 64. Ra3 h4+ 65. Kg2 Rc2+ 66. Kg1 g3 67. Ra5+ Kg4 68. Ra1 Kh3 69. Kh1 Rh2+ 70. Kg1 Rg2+ 71. Kf1 Kh2 72. Ra4 Rf2+ 73. Ke1 h3 74. Rg4 Ra2 75. Kd1 g2 76. Kc1 g1=Q+ 77. Rxg1 Kxg1 78. Kb1 Rf2 79. Kc1 h2 80. Kd1 h1=Q 81. Ke1 Kg2# 0-1
0,47DcV7b9,2015.04.03,13:19:59,vladimir777,Vladkuz45,1608,1760,300+2,Rated Blitz game,1. e4 d6 2. f4 e5 3. Nf3 exf4 4. Bc4 g5 5. d4 Bg7 6. O-O h6 7. c3 Ne7 8. g3 fxg3 9. Bxf7+ Kxf7 10. Ne5+ Kg8 11. Nf7 Qd7 12. Qh5 Qh3 13. Qxh3 Bxh3 14. Rf3 Rh7 15. Nd8 Nd7 16. Nxb7 gxh2+ 17. Kxh2 Bg4 18. Rf2 c5 19. Be3 cxd4 20. cxd4 Rb8 21. Nxd6 Nc6 22. e5 Ndxe5 23. dxe5 Bxe5+ 24. Kg2 Bxd6 25. Nc3 Rf7 26. Raf1 Rbf8 27. Rxf7 Rxf7 28. Rxf7 Kxf7 29. Nd5 Ke6 30. Nc3 a6 31. Ne4 Bf5 32. Nxd6 Kxd6 33. a3 Kd5 34. Kg3 Ke4 35. Bc5 h5 36. Be7 Nxe7 37. b4 h4+ 38. Kf2 g4 39. a4 g3+ 40. Kg2 Kf4 41. b5 axb5 42. axb5 h3+ 43. Kg1 Nd5 44. Kh1 Kf3 45. b6 Nxb6 46. Kg1 Be4 47. Kh1 Kf2# 0-1
0,SuN2F3M0,2015.04.03,16:07:24,donphilbo,Banakin,1291,1338,0+8,Rated Blitz game,1. d4 d5 2. e3 Nc6 3. c4 dxc4 4. Bxc4 Bf5 5. Nc3 e6 6. a3 Nf6 7. f3 Be7 8. e4 Bg6 9. Bf4 O-O 10. Nb5 Bd6 11. e5 Nd5 12. exd6 Nxf4 13. dxc7 Qc8 14. d5 exd5 15. Bxd5 Nxd5 16. Qxd5 a6 17. Nd6 Ne7 18. Qxb7 Qxb7 19. Nxb7 Rfe8 20. O-O-O Rac8 21. Rd8 Rxc7+ 22. Kd2 Rxd8+ 23. Nxd8 Rd7+ 24. Kc3 Rxd8 25. Ne2 h6 26. Nf4 Nd5+ 27. Nxd5 Rxd5 28. Kc4 Rd2 29. b4 Rxg2 30. Kc5 Ra2 31. Rd1 Rxa3 32. Rd8+ Kh7 33. Rd6 a5 34. b5 Rc3+ 35. Kb6 a4 36. Ka5 a3 37. b6 a2 38. Rd1 Bh5 39. b7 Rb3 40. Ka6 Bxf3 41. Rd8 Bxb7+ 42. Ka5 Bg2 43. Rd1 Rb1 44. Rxb1 axb1=Q 45. Ka4 Qb5+ 46. Kxb5 f5 47. Kc4 g5 48. Kd3 f4 49. Ke2 Ba8 50. Kf2 h5 51. Kg1 Kg6 52. Kf2 Kf5 53. Kg1 g4 54. Kf2 h4 55. Kg1 g3 56. h3 Ke4 57. Kg2 Ke3+ 58. Kg1 Kf3 59. Kh1 Kf2# 0-1
