number,path,date,time,white,black,white elo,black elo,time control,event,moves
0,EuaV4NXm,2015.06.01,12:47:38,Iranian66,hbdf71,1440,1573,300+5,Rated Classical game,1. e4 e6 2. d4 h6 3. e5 c6 4. Nf3 Qa5+ 5. Bd2 Qb6 6. b3 a6 7. Nc3 Ne7 8. Bd3 Nd5 9. Na4 Qc7 10. Nc5 b6 11. Ne4 Bb7 12. c4 Ne7 13. Nd6+ Kd8 14. Nxf7+ Kc8 15. Nxh8 d6 16. exd6 Qxd6 17. Nf7 Qd7 18. N7e5 Qd8 19. d5 exd5 20. cxd5 Nxd5 21. Bf5+ Kc7 22. Nd4 Bd6 23. Ne6+ Kc8 24. Nxd8+ Kxd8 25. Nf7+ Ke7 26. Nxd6 Kxd6 27. Bf4+ Kc5 28. Rc1+ Kb5 29. a4+ Ka5 30. Bd2+ Nb4 31. Be4 Nd7 32. Bxb4+ Kxb4 33. Qd4+ Kxb3 34. Qc4+ Ka3 35. Rc3+ Kb2 36. Qb3+ Ka1 37. Ke2# 1-0
2,HiraKxuV,2015.06.01,17:51:45,SenorSalad,AleMore11,1504,1519,1800+0,Rated Classical game,1. d4 { [%eval 0.24] } 1... Nf6 { [%eval 0.17] } 2. c4 { [%eval 0.26] } 2... d5 { [%eval 0.31] } 3. cxd5 { [%eval 0.43] } 3... Nxd5 { [%eval 0.74] } 4. Nf3 { [%eval 0.65] } 4... e6 { [%eval 0.7] } 5. e4 { [%eval 0.73] } 5... Nb4 { [%eval 1.16] } 6. a3 { [%eval 1.09] } 6... N4a6 { [%eval 1.16] } 7. b4 { [%eval 0.99] } 7... c6 { [%eval 1.03] } 8. Nc3 { [%eval 0.89] } 8... b5?! { [%eval 1.46] } 9. Bf4 { [%eval 1.08] } 9... Nd7? { [%eval 2.72] } 10. Rc1?! { [%eval 2.18] } 10... Be7 { [%eval 2.41] } 11. Bd3?! { [%eval 1.53] } 11... O-O { [%eval 1.58] } 12. h4 { [%eval 1.11] } 12... Nf6? { [%eval 2.2] } 13. h5?! { [%eval 1.52] } 13... h6?! { [%eval 2.07] } 14. e5 { [%eval 1.81] } 14... Ng4 { [%eval 2.26] } 15. Nd2?? { [%eval -1.47] } 15... Qxd4? { [%eval 1.5] } 16. Qxg4 { [%eval 1.56] } 16... Qxd3 { [%eval 1.48] } 17. Bxh6 { [%eval 1.62] } 17... Qh7 { [%eval 1.74] } 18. Be3 { [%eval 1.38] } 18... g6? { [%eval 3.76] } 19. Ke2?! { [%eval 3.09] } 19... Rd8? { [%eval 5.93] } 20. hxg6? { [%eval 3.77] } 20... Qxg6 { [%eval 5.12] } 21. Qh3 { [%eval 6.16] } 21... f6?? { [%eval 17.89] } 22. Qh8+ { [%eval 17.6] } 22... Kf7 { [%eval 18.37] } 23. Rh7+ { [%eval 18.32] } 23... Qxh7 { [%eval 18.36] } 24. Qxh7+ { [%eval 17.99] } 24... Ke8 { [%eval 19.61] } 25. Nce4 { [%eval 18.83] } 25... fxe5 { [%eval 19.13] } 26. Rxc6 { [%eval 19.05] } 26... Bd7?! { [%eval #2] } 27. Rxa6?! { [%eval #7] } 27... Rac8 { [%eval #2] } 28. Bc5?! { [%eval #3] } 28... Bxc5 { [%eval #2] } 29. Nxc5?! { [%eval #7] } 29... Bc6 { [%eval #6] } 30. Qg8+ { [%eval #6] } 30... Ke7 { [%eval #6] } 31. Qxe6+ { [%eval #7] } 31... Kf8 { [%eval #7] } 32. Rxc6 { [%eval #14] } 32... Rxc6 { [%eval #16] } 33. Qxc6 { [%eval 114.93] } 33... e4?! { [%eval #7] } 34. Qf6+ { [%eval #6] } 34... Ke8 { [%eval #6] } 35. Qxd8+ { [%eval #16] } 35... Kxd8 { [%eval 66.02] } 36. Ndxe4 { [%eval #12] } 36... Ke7 { [%eval 60.65] } 37. g4 { [%eval #11] } 37... Kf7 { [%eval #12] } 38. Nd6+?! { [%eval 63.93] } 38... Kg6?! { [%eval #24] } 39. Nxb5 { [%eval #13] } 39... Kg5 { [%eval #12] } 40. f3 { [%eval #13] } 40... Kf6 { [%eval #11] } 41. Nxa7 { [%eval #11] } 41... Kg5 { [%eval #9] } 42. b5 { [%eval #8] } 42... Kf6 { [%eval #8] } 43. b6 { [%eval #7] } 43... Kg5 { [%eval #6] } 44. b7 { [%eval #5] } 44... Kf6 { [%eval #5] } 45. b8=Q { [%eval #4] } 45... Ke7 { [%eval #4] } 46. Qe5+?! { [%eval #4] } 46... Kf7 { [%eval #4] } 47. Qe6+ { [%eval #3] } 47... Kg7 { [%eval #3] } 48. Nd7?! { [%eval #4] } 48... Kh7 { [%eval #4] } 49. Qf6 { [%eval #3] } 49... Kg8 { [%eval #3] } 50. Ne5 { [%eval #2] } 50... Kh7 { [%eval #2] } 51. g5?! { [%eval #2] } 51... Kg8 { [%eval #2] } 52. Ng4?! { [%eval #2] } 52... Kh7 { [%eval #2] } 53. f4?! { [%eval #3] } 53... Kg8 { [%eval #3] } 54. Nh6+ { [%eval #2] } 54... Kh7 { [%eval #2] } 55. g6+?! { [%eval #2] } 55... Kxh6 { [%eval #2] } 56. g7+?! { [%eval #2] } 56... Kh5 { [%eval #1] } 57. Qf7+?! { [%eval #2] } 57... Kh6 { [%eval #1] } 58. g8=N# 1-0
0,mUSFEEHP,2015.06.01,18:24:08,jobizama187,omerozkan,1533,1410,300+10,Rated Classical game,1. e4 e5 2. Nf3 Bc5 3. Bc4 d6 4. d3 f5 5. Ng5 Nh6 6. Qh5+ Kd7 7. Nf7 Nxf7 8. Qxf7+ Qe7 9. Qxe7+ Kxe7 10. Bg5+ Ke8 11. exf5 Bxf5 12. Bd5 c6 13. Bc4 d5 14. Bb3 a5 15. O-O a4 16. Bxd5 cxd5 17. Nd2 h6 18. Bh4 g5 19. Bg3 h5 20. Bxe5 Rh7 21. Rfe1 Kf7 22. b3 a3 23. c4 Ra7 24. Bxb8 Ra8 25. Be5 Re8 26. d4 Bb6 27. cxd5 Rh6 28. Nc4 Ba7 29. d6 Be6 30. Re3 Bd5 31. Rae1 Rhe6 32. g3 b5 33. Na5 Bb6 34. Nc4 bxc4 35. bxc4 Bxc4 36. Rxa3 Bxd4 37. Rb1 Rxe5 38. Ra7+ Kf8 39. d7 Re1+ 40. Rxe1 Rxe1+ 41. Kg2 Ke7 42. Rc7 Bd5+ 43. Kh3 Be6+ 44. Kg2 Bxd7 45. a4 Ra1 46. Rc4 Rxa4 47. Rxa4 Bxa4 48. Kf3 Bc6+ 49. Ke2 Ke6 50. f4 g4 51. Kf1 Kd5 52. Kg2 Ke4 53. Kh1 Kf3 54. h4 Kxg3# 0-1
0,dfqHzBE4,2015.06.01,20:11:08,Man67,Lukasparov,1430,1467,300+0,Rated Blitz game,1. e4 e5 2. Nf3 f5 3. d3 d6 4. Be2 Nf6 5. Bg5 h6 6. Bxf6 Qxf6 7. Nbd2 Be7 8. c3 b6 9. Qa4+ Nd7 10. Qc6 Rb8 11. Qxc7 O-O 12. Qxa7 Bb7 13. Qa4 Nc5 14. Qc2 d5 15. O-O-O dxe4 16. dxe4 Nxe4 17. Nxe4 Bxe4 18. Bd3 Bd5 19. Rhe1 e4 20. Qe2 exf3 21. Qxe7 Qxe7 22. Rxe7 fxg2 23. Rg1 Rbe8 24. Rxe8 Rxe8 25. Bxf5 Re2 26. Bh3 Rxf2 27. a3 g5 28. c4 Bf3 29. b4 g4 30. Bxg2 Rxg2 31. Rxg2 Bxg2 32. c5 bxc5 33. bxc5 Kf7 34. a4 Ke6 35. a5 Kd5 36. a6 Kxc5 37. a7 Kd4 38. Kd2 Bd5 39. Ke2 Ke4 40. Kf2 Kf4 41. Kg1 h5 42. Kf2 h4 43. Kg1 Kf3 44. Kh1 Kf2# 0-1
0,AndU4kqj,2015.06.01,22:15:16,medoshvili,Mitch_S,1530,1511,300+2,Rated Blitz game,1. d4 d5 2. c4 e5 3. Nf3 exd4 4. Nxd4 Nf6 5. e3 Bb4+ 6. Nc3 c5 7. Nf3 Bg4 8. a3 Bxc3+ 9. bxc3 Bxf3 10. Qxf3 Nc6 11. Be2 O-O 12. O-O Ne4 13. Bb2 Nd2 14. Qg3 Nxf1 15. Rxf1 Re8 16. cxd5 Ne5 17. c4 Ng6 18. Bh5 Qh4 19. Bxg6 Qxg3 20. Bxf7+ Kxf7 21. fxg3+ Kg8 22. Re1 Re4 23. d6 Rxc4 24. e4 Re8 25. e5 Ra4 26. d7 Rd8 27. e6 Rd4 28. e7 R4xd7 29. exd8=Q+ Rxd8 30. Re7 Rd2 31. Rxb7 c4 32. Bxg7 Rc2 33. Rxa7 Rc1+ 34. Kf2 c3 35. Bh6 Ra1 36. Rc7 Ra2+ 37. Kf3 c2 38. Kg4 Rxa3 39. Rxc2 Ra4+ 40. Kh3 Ra6 41. Bf4 Ra8 42. Rc7 h6 43. Bxh6 Rf8 44. g4 Rf7 45. Rxf7 Kxf7 46. Kh4 Kg6 47. g5 Kh7 48. Kg4 Kg6 49. h4 Kh7 50. h5 Kh8 51. Kf5 Kh7 52. Kf6 Kh8 53. g6 Kg8 54. Bf4 Kh8 55. Be5 Kg8 56. g3 Kh8 57. Kf7# 1-0
0,ZDHIiGBF,2015.06.02,01:07:33,Nikvol,lthiagos,1848,1901,180+2,Rated Blitz game,1. d4 { [%eval 0.27] } 1... Nf6 { [%eval 0.14] } 2. c4 { [%eval 0.1] } 2... e6 { [%eval 0.21] } 3. Nc3 { [%eval 0.22] } 3... Bb4 { [%eval 0.27] } 4. f3 { [%eval -0.16] } 4... d5 { [%eval -0.23] } 5. e3 { [%eval -0.19] } 5... c5 { [%eval -0.12] } 6. cxd5 { [%eval -0.34] } 6... exd5 { [%eval -0.11] } 7. Bd3 { [%eval -0.06] } 7... O-O { [%eval -0.11] } 8. Ne2 { [%eval -0.07] } 8... Re8 { [%eval -0.06] } 9. O-O { [%eval -0.06] } 9... Nc6 { [%eval 0.02] } 10. a3 { [%eval 0.1] } 10... Bxc3 { [%eval 0.01] } 11. Nxc3 { [%eval -0.23] } 11... cxd4 { [%eval -0.21] } 12. exd4 { [%eval -0.13] } 12... Qb6 { [%eval -0.11] } 13. Bb5 { [%eval -0.19] } 13... Nxd4?! { [%eval 0.41] } 14. Bxe8 { [%eval 0.41] } 14... Nb3+ { [%eval 0.8] } 15. Kh1?! { [%eval 0.13] } 15... Nxa1 { [%eval 0.2] } 16. Ba4 { [%eval 0.58] } 16... d4 { [%eval 0.7] } 17. Nd5?? { [%eval -3.84] } 17... Nxd5 { [%eval -3.65] } 18. Bd2?! { [%eval -4.58] } 18... Ne3? { [%eval -2.34] } 19. Re1?! { [%eval -2.87] } 19... Bd7 { [%eval -3.02] } 20. Bxe3 { [%eval -2.94] } 20... Bxa4 { [%eval -2.94] } 21. Qxd4? { [%eval -5.38] } 21... Qxd4 { [%eval -5.37] } 22. Bxd4 { [%eval -5.23] } 22... Nb3? { [%eval -2.84] } 23. Bc3 { [%eval -3.13] } 23... Nc5 { [%eval -2.95] } 24. Kg1 { [%eval -3.2] } 24... Bc6 { [%eval -2.95] } 25. b4 { [%eval -3.32] } 25... Ne6 { [%eval -3.06] } 26. Kf2 { [%eval -3.13] } 26... Rd8 { [%eval -3.06] } 27. g3?! { [%eval -3.66] } 27... Rd3 { [%eval -3.62] } 28. Rc1?! { [%eval -4.21] } 28... Rxf3+ { [%eval -4.6] } 29. Ke2 { [%eval -4.64] } 29... Rf5 { [%eval -4.31] } 30. Rd1?? { [%eval -8.69] } 30... Rd5?? { [%eval -3.71] } 31. Rc1? { [%eval -4.83] } 31... f6 { [%eval -4.85] } 32. Bb2 { [%eval -5.16] } 32... a6 { [%eval -4.73] } 33. g4?? { [%eval -9.17] } 33... Nd4+?? { [%eval -4.85] } 34. Ke3 { [%eval -4.92] } 34... Nb3 { [%eval -4.58] } 35. Rc3 { [%eval -4.86] } 35... Nd2 { [%eval -5.05] } 36. Rd3?? { [%eval -9.4] } 36... Rxd3+?? { [%eval -5.08] } 37. Kxd3 { [%eval -5.12] } 37... Nf1? { [%eval -4.12] } 38. h3 { [%eval -4.05] } 38... Nh2 { [%eval -4.15] } 39. Ke3 { [%eval -4.23] } 39... Kf7 { [%eval -4.27] } 40. Kd4 { [%eval -4.63] } 40... Nf3+ { [%eval -4.68] } 41. Kc5 { [%eval -4.63] } 41... Ng5 { [%eval -5.05] } 42. h4 { [%eval -5.15] } 42... Ne4+ { [%eval -4.72] } 43. Kb6 { [%eval -4.55] } 43... g5 { [%eval -5.77] } 44. hxg5 { [%eval -6.47] } 44... fxg5 { [%eval -6.37] } 45. a4 { [%eval -5.35] } 45... Nf2 { [%eval -5.63] } 46. b5? { [%eval -7.37] } 46... axb5 { [%eval -7.84] } 47. axb5? { [%eval -10.19] } 47... Bf3 { [%eval -11.84] } 48. Bd4 { [%eval -47.74] } 48... Nxg4 { [%eval -28.98] } 49. Be3?! { [%eval #-11] } 49... h6?! { [%eval -53.35] } 50. Bd4 { [%eval -13.7] } 50... Ke6 { [%eval -46.67] } 51. Bg7 { [%eval -56.51] } 51... Kf5 { [%eval -53.46] } 52. Bf8 { [%eval -47.9] } 52... h5 { [%eval -47.9] } 53. Bd6 { [%eval -56.44] } 53... Ne5 { [%eval -11.3] } 54. Kc5 { [%eval -46.82] } 54... h4 { [%eval -18.26] } 55. Kd4 { [%eval -16.66] } 55... Nd7 { [%eval -14.2] } 56. Be7 { [%eval -15.36] } 56... Be2 { [%eval -11.4] } 57. Bd6 { [%eval -46.82] } 57... Bxb5 { [%eval -46.9] } 58. Ke3?! { [%eval #-20] } 58... g4?! { [%eval -55.63] } 59. Kf2?! { [%eval #-16] } 59... Ne5 { [%eval #-11] } 60. Kg2 { [%eval #-13] } 60... Kf4 { [%eval #-10] } 61. Be7 { [%eval #-8] } 61... h3+ { [%eval #-7] } 62. Kh2 { [%eval #-4] } 62... Kf3?! { [%eval #-10] } 63. Bh4 { [%eval #-11] } 63... Nd3 { [%eval #-9] } 64. Bg5 { [%eval #-9] } 64... Nf4 { [%eval #-8] } 65. Bh4 { [%eval #-8] } 65... Bc6 { [%eval #-9] } 66. Bg5 { [%eval #-3] } 66... b5?! { [%eval #-7] } 67. Bf6 { [%eval #-3] } 67... g3+ { [%eval #-2] } 68. Kg1 { [%eval #-2] } 68... h2+ { [%eval #-1] } 69. Kh1 { [%eval #-1] } 69... Kf2# 0-1
0,LkMtXdYa,2015.06.02,04:33:42,sev7,MasterZachG,1531,1481,300+0,Rated Blitz tournament https://lichess.org/tournament/9JfB0pGA,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nf6 8. Qd2 d5 9. Bd3 dxe4 10. Bxe4 Nxe4 11. Nxe4 Nxd4 12. Rd1 O-O 13. c3 Nxf3+ 14. gxf3 Qxd2+ 15. Rxd2 Bf5 16. Kf2 a6 17. Rhd1 b5 18. Nc5 a5 19. Bg5 Rfe8 20. a3 Rab8 21. Nb3 b4 22. axb4 axb4 23. cxb4 Rxb4 24. Nd4 e5 25. Nxf5 gxf5 26. Rc2 e4 27. fxe4 fxe4 28. Ke3 Rxb2 29. Rxb2 Bxb2 30. Rg1 Bc1+ 31. Rxc1 Rf8 32. Rc4 f6 33. Bh6 Re8 34. Rxe4 Rxe4+ 35. Kxe4 Kf7 36. Kf5 Kg8 37. Kxf6 Kh8 38. Be3 Kg8 39. Bd4 Kh8 40. Kf7# 1-0
0,uuG9Shc9,2015.06.02,08:41:27,themacpok,hata,1457,1475,0+1,Rated Bullet game,1. g3 e6 2. Bg2 d5 3. b3 c5 4. Bb2 b5 5. d3 Nc6 6. Nd2 Nf6 7. e4 a6 8. e5 Nd7 9. d4 cxd4 10. Ndf3 Ncxe5 11. Nxd4 Nc6 12. Nxc6 Qc7 13. Nd4 Bb4+ 14. c3 Bxc3+ 15. Bxc3 Qxc3+ 16. Ke2 Qb4 17. Ngf3 Nc5 18. Re1 a5 19. Kf1 Bb7 20. Nd2 Nd3 21. Nc6 Bxc6 22. Re3 Ne5 23. Rxe5 f6 24. Re3 Kf7 25. Nb1 Rae8 26. a3 Qg4 27. Bf3 Qf5 28. Kg1 g6 29. Qe1 Rc8 30. Bxd5 Bxd5 31. Nc3 e5 32. Nxd5 Qe6 33. Nb6 Rcd8 34. Rd1 Rxd1 35. Qxd1 Re8 36. Qd7+ Qxd7 37. Nxd7 Re7 38. Rd3 Ke6 39. Nc5+ Kf5 40. Re3 Rc7 41. Rf3+ Kg4 42. h3+ Kxf3 43. Nd3 Ke4 44. Ne1 Kd4 45. f3 Kc3 46. b4 axb4 47. axb4 Kxb4 48. Nd3+ Kc3 49. Nf2 Kc2 50. Kg2 Kd2 51. Ng4 Ke2 52. Nxf6 Rc2 53. Ne4 Ke1+ 54. Nf2 Rxf2+ 55. Kg1 b4 56. g4 b3 57. h4 b2 58. h5 b1=Q 59. hxg6 Ke2# 0-1
0,KeNOQ4uX,2015.06.02,10:12:01,zvezdan66,radamanthis,1707,1864,300+8,Rated Classical game,1. e4 c5 2. c4 d6 3. Nc3 e6 4. d3 Be7 5. Nf3 Nf6 6. Be2 a6 7. O-O O-O 8. h3 Bd7 9. Bd2 b5 10. b3 b4 11. Nb1 a5 12. a3 h6 13. axb4 cxb4 14. Be3 Nc6 15. Nbd2 d5 16. e5 Nh7 17. c5 Ng5 18. d4 Nxf3+ 19. Nxf3 f6 20. Bf4 fxe5 21. Bxe5 Nxe5 22. Nxe5 Bf6 23. Nxd7 Qxd7 24. Bg4 Rfe8 25. Re1 Kf7 26. Bh5+ g6 27. Bg4 h5 28. Bf3 Qc7 29. Qd2 Ra7 30. Re2 Qc6 31. Rae1 Rae7 32. Qh6 Bg7 33. Qe3 Bf6 34. g4 e5 35. dxe5 Rxe5 36. Qf4 Rxe2 37. Rxe2 Rxe2 38. Bxe2 hxg4 39. hxg4 Kg7 40. Qd6 Qxd6 41. cxd6 Kf7 42. d7 Ke6 43. Bb5 Ke5 44. f3 g5 45. Kf2 Kd4 46. Ke2 Kc3 47. Ba4 d4 48. Kd1 d3 49. Kc1 Be7 50. Kd1 d2 51. Bc6 Kxb3 52. Kxd2 a4 53. Kc1 a3 54. Bd5+ Kc3 55. Kb1 b3 56. Bc6 Bf6 57. d8=Q Bxd8 58. Bd5 Bf6 59. Ka1 Kc2# 0-1
0,DW6yJci0,2015.06.02,11:41:05,Hanni-Baal,delfi,2149,2053,60+0,Rated Bullet game,1. d4 Nf6 2. Nc3 e6 3. Nf3 d5 4. Bg5 c5 5. Bxf6 Qxf6 6. e4 cxd4 7. e5 Qd8 8. Qxd4 Nc6 9. Bb5 Bd7 10. Bxc6 bxc6 11. O-O c5 12. Qg4 h5 13. Qg3 Be7 14. h4 g6 15. Rfe1 Qa5 16. a3 Rb8 17. Rab1 Qa6 18. Ne2 Qc4 19. c3 Qg4 20. Nf4 Qxg3 21. fxg3 Ba4 22. b4 cxb4 23. axb4 Bb3 24. Ra1 Rb7 25. Nd4 Bc4 26. Nfxe6 fxe6 27. Nxe6 Kd7 28. Nf4 Rc8 29. Nxg6 Ke6 30. Nf4+ Kd7 31. Nxh5 d4 32. Red1 Ke6 33. cxd4 Rd7 34. Nf4+ Kf7 35. d5 Rb7 36. e6+ Ke8 37. d6 Bf6 38. d7+ Kd8 39. dxc8=Q+ Kxc8 40. Rac1 Rc7 41. Rxc4 Rxc4 42. Nd5 Bd4+ 43. Kh2 Bb6 44. e7 Re4 45. Nxb6+ axb6 46. Rd8+ Kc7 47. e8=Q Rxe8 48. Rxe8 Kc6 49. Re6+ Kb5 50. Rxb6+ Kxb6 51. h5 Kb5 52. h6 Ka4 53. h7 Kb3 54. h8=Q Kc4 55. Qf8 Kb5 56. Qc5+ Ka4 57. b5 Kb3 58. b6 Ka4 59. b7 Kb3 60. Qc7 Ka4 61. g4 Kb3 62. g5 Ka4 63. g6 Kb5 64. b8=Q+ Ka6 65. Qcb7+ Ka5 66. Kg3 Ka4 67. Kf4 Ka5 68. Ke5 Ka4 69. Qb6 Ka3 70. Q8b7 Ka2 71. Kd6 Ka1 72. Kc7 Ka2 73. Kb8 Ka3 74. Ka7 Ka2 75. Qa8 Ka3 76. g7 Ka4 77. g4 Ka3 78. g5 Ka2 79. g6 Ka3 80. Kb7# 1-0
