number,path,date,time,white,black,white elo,black elo,time control,event,moves
0,WsYDQe4W,2015.07.31,22:18:51,mks,cristizg,1366,1603,300+0,Rated Blitz game,1. d4 g6 2. e4 Bg7 3. Nf3 e6 4. Bd3 Ne7 5. O-O d5 6. e5 Nbc6 7. a3 b6 8. Be3 Bb7 9. Qd2 Na5 10. Bh6 O-O 11. Bxg7 Kxg7 12. Qg5 Nf5 13. Qg4 h5 14. Qh3 Nc6 15. c3 Nce7 16. Nbd2 Nh6 17. Nh4 Nef5 18. Nxf5+ Nxf5 19. g4 Qg5 20. Bxf5 exf5 21. f3 hxg4 22. fxg4 Rh8 23. Rxf5 gxf5 24. Nf3 Qe3+ 25. Kg2 Rxh3 26. gxf5 Qxf3+ 27. Kg1 Rg8 28. f6+ Kf8# 0-1
0,6HpS8hbj,2015.07.31,22:23:16,Divine_Matrix,davisonmurphy,1946,1693,0+1,Rated Bullet game,1. e4 { [%eval 0.25] } 1... c5 { [%eval 0.22] } 2. Nf3 { [%eval 0.2] } 2... Nc6 { [%eval 0.15] } 3. c3 { [%eval 0.18] } 3... d6 { [%eval 0.62] } 4. d4 { [%eval 0.65] } 4... Bd7 { [%eval 0.74] } 5. d5 { [%eval 0.74] } 5... Nb8 { [%eval 1.06] } 6. e5 { [%eval 1.11] } 6... a6 { [%eval 1.6] } 7. exd6?! { [%eval 0.91] } 7... exd6 { [%eval 0.91] } 8. Bd3 { [%eval 0.79] } 8... Be7 { [%eval 0.87] } 9. O-O { [%eval 0.96] } 9... Nf6 { [%eval 0.93] } 10. Re1?! { [%eval 0.31] } 10... O-O?! { [%eval 0.94] } 11. c4 { [%eval 0.94] } 11... b5 { [%eval 0.98] } 12. Nc3 { [%eval 0.58] } 12... bxc4 { [%eval 0.67] } 13. Bxc4 { [%eval 0.67] } 13... a5 { [%eval 0.89] } 14. Bg5 { [%eval 0.49] } 14... Na6? { [%eval 2.48] } 15. Bxa6?! { [%eval 1.89] } 15... Rxa6 { [%eval 1.77] } 16. Qe2 { [%eval 1.81] } 16... h6?? { [%eval 5.32] } 17. Bxf6 { [%eval 5.27] } 17... Bxf6 { [%eval 5.25] } 18. Qxa6 { [%eval 5.07] } 18... Qc7? { [%eval 6.39] } 19. Qc4? { [%eval 4.65] } 19... Bg4?? { [%eval 9.33] } 20. h3?? { [%eval 4.18] } 20... Bxf3 { [%eval 4.06] } 21. gxf3 { [%eval 4.02] } 21... Qd7?! { [%eval 4.61] } 22. Kg2 { [%eval 4.29] } 22... Qxh3+?? { [%eval 16.07] } 23. Kxh3 { [%eval 16.42] } 23... g5 { [%eval 17.54] } 24. Ne4 { [%eval 17.31] } 24... Kg7 { [%eval 19.43] } 25. Nxf6 { [%eval 22.11] } 25... Kxf6 { [%eval 22.54] } 26. Qc3+ { [%eval 20.62] } 26... Kg6 { [%eval 22.01] } 27. Re7 { [%eval 21.35] } 27... f5?! { [%eval #3] } 28. Qg7+ { [%eval #2] } 28... Kh5 { [%eval #2] } 29. Rh1 { [%eval #1] } 29... g4+ { [%eval #1] } 30. Kg2# 1-0
4,YwSVmgOP,2015.08.01,02:50:18,param_chess,wibe,1440,1564,300+0,Rated Blitz tournament https://lichess.org/tournament/summer15,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. Nxd4 Nxd4 6. Qxd4 d6 7. e5 c5 8. Qd1 Ng4 9. exd6 Qh4 10. Qe2+ Kd7 11. Bb5+ Kxd6 12. Bf4+ Kd5 13. Nc3+ Kd4 14. O-O-O# 1-0
0,E8RHYfMO,2015.08.01,10:33:17,Byomkesh,kashefi500,1656,1891,300+0,Rated Blitz tournament https://lichess.org/tournament/summer15,1. e4 { [%eval 0.19] } 1... e5 { [%eval 0.22] } 2. d4 { [%eval -0.08] } 2... exd4 { [%eval 0.06] } 3. Qxd4 { [%eval -0.12] } 3... Nc6 { [%eval -0.17] } 4. Qd1 { [%eval -0.34] } 4... Bc5 { [%eval -0.12] } 5. Nc3 { [%eval -0.19] } 5... d6 { [%eval -0.22] } 6. Nf3 { [%eval -0.2] } 6... Bg4 { [%eval 0.01] } 7. h3 { [%eval -0.04] } 7... Bxf3 { [%eval 0.19] } 8. Qxf3 { [%eval 0.0] } 8... Nf6 { [%eval 0.0] } 9. Be3 { [%eval -0.03] } 9... Bb6 { [%eval 0.44] } 10. Bd3 { [%eval 0.0] } 10... Ne5 { [%eval 0.0] } 11. Qf4 { [%eval -0.14] } 11... O-O { [%eval -0.15] } 12. O-O { [%eval -0.11] } 12... Re8 { [%eval -0.11] } 13. Ne2?! { [%eval -0.84] } 13... h6?! { [%eval -0.29] } 14. a3? { [%eval -1.39] } 14... Nh5 { [%eval -1.4] } 15. Qf5?? { [%eval -6.37] } 15... g6 { [%eval -6.56] } 16. Qxe5 { [%eval -6.63] } 16... dxe5 { [%eval -6.59] } 17. Bxh6?! { [%eval -7.52] } 17... Qh4? { [%eval -6.36] } 18. Bd2?! { [%eval -6.92] } 18... Rad8 { [%eval -6.91] } 19. Rad1? { [%eval -7.93] } 19... Kh7? { [%eval -6.68] } 20. Bb5? { [%eval -7.87] } 20... c6 { [%eval -7.89] } 21. Bd3 { [%eval -7.93] } 21... Nf4 { [%eval -7.92] } 22. Nxf4 { [%eval -8.34] } 22... exf4 { [%eval -8.69] } 23. Bb4? { [%eval -12.52] } 23... f3 { [%eval -12.86] } 24. gxf3?! { [%eval #-5] } 24... Qg3+?! { [%eval #-5] } 25. Kh1 { [%eval #-5] } 25... Qxh3+ { [%eval #-4] } 26. Kg1 { [%eval #-4] } 26... Rh8?! { [%eval #-4] } 27. Bc3 { [%eval #-4] } 27... Qg3+?! { [%eval #-5] } 28. Kh1 { [%eval #-5] } 28... Qxf3+ { [%eval #-4] } 29. Kg1 { [%eval #-4] } 29... Rd4?! { [%eval #-10] } 30. Be2 { [%eval #-11] } 30... Qxe2 { [%eval #-8] } 31. Bxd4 { [%eval #-4] } 31... Qg4+ { [%eval #-3] } 32. Kh2 { [%eval #-3] } 32... Bxd4 { [%eval #-2] } 33. Rh1 { [%eval #-1] } 33... Kg7# 0-1
2,HndViXMH,2015.08.01,13:11:14,lugalbanda,Zdravko_Lojanica,1814,1857,300+0,Rated Blitz tournament https://lichess.org/tournament/summer15,1. e4 d6 2. g3 Nf6 3. Bg2 g6 4. f3 Bg7 5. Ne2 O-O 6. d4 c6 7. Nbc3 b5 8. Be3 b4 9. Na4 a5 10. b3 Ba6 11. O-O Qc7 12. Re1 Nbd7 13. Nb2 Nb6 14. Rc1 Rac8 15. c4 e6 16. Nf4 Rfe8 17. Nfd3 e5 18. dxe5 dxe5 19. Nc5 Bb7 20. Qe2 Nbd7 21. Nbd3 Nxc5 22. Nxc5 Nd7 23. Nxb7 Qxb7 24. Rcd1 Bf8 25. f4 f6 26. Qg4 Re7 27. f5 g5 28. h4 h6 29. hxg5 hxg5 30. Kf2 Rh7 31. Rh1 Nc5 32. Rxh7 Qxh7 33. Rh1 Qg7 34. Rh5 Rd8 35. Bxg5 Be7 36. Rh6 Nd3+ 37. Kg1 Bc5+ 38. Kh2 fxg5 39. Rg6 Qxg6 40. fxg6 Kg7 41. Qe6 Rh8+ 42. Bh3 Nf2 43. Qf7+ Kh6 44. g7 Rh7 45. g8=N# 1-0
0,MnbdxUUc,2015.08.01,15:27:49,Berthe,puNki,2154,1709,300+0,Rated Blitz tournament https://lichess.org/tournament/summer15,1. Nf3 e6 2. d4 d5 3. c4 Nf6 4. Nc3 Bb4 5. g3 Bxc3+ 6. bxc3 dxc4 7. Bg2 b5 8. Ne5 c6 9. Nxc6 Qc7 10. Bf4 Qb6 11. Nxb8 Rxb8 12. Bxb8 Qxb8 13. O-O Bb7 14. Bxb7 Qxb7 15. Rb1 h5 16. a4 a6 17. axb5 axb5 18. f3 h4 19. e4 hxg3 20. hxg3 Qc7 21. Qe1 Rh3 22. Kg2 Rh5 23. Rh1 Rg5 24. Rh8+ Ke7 25. e5 Nd5 26. Rxb5 Qc6 27. Rhb8 Nxc3 28. R5b7+ Qxb7 29. Rxb7+ Kf8 30. Qxc3 g6 31. Qxc4 Kg7 32. Qxe6 Rf5 33. Qxf5 gxf5 34. f4 Kg6 35. Kf3 Kh5 36. Rxf7 Kg6 37. Rxf5 Kxf5 38. g4+ Kg6 39. Ke4 Kh6 40. d5 Kg6 41. f5+ Kh6 42. e6 Kg5 43. d6 Kh4 44. f6 Kg3 45. f7 Kxg4 46. e7 Kg3 47. d7 Kf2 48. f8=Q+ Ke2 49. e8=Q Kd2 50. d8=Q+ Ke2 51. Qf3+ Ke1 52. Kf5# 1-0
4,EI8veWV2,2015.08.01,16:11:23,Bill_Ackman,GONZALOSANVICENTE,1152,1388,900+0,Rated Classical game,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. c3 d5 5. exd5 exd5 6. Bxd5 Qxd5 7. d4 Bg4 8. Qe2+ Be7 9. Bg5 Bxf3 10. Qe3 cxd4 11. cxd4 Qxg5 12. Qxf3 Qc1+ 13. Qd1 Bb4+ 14. Ke2 Nxd4+ 15. Kd3 Qxb2 16. Qa4+ b5 17. Re1+ Ne7 18. Re2 Qxe2+ 19. Kxd4 O-O-O# 0-1
0,haw9EDmf,2015.08.01,17:46:44,Daisycutter,Radical87,1756,1708,120+0,Rated Bullet game,1. e4 d6 2. d4 g6 3. Nc3 Bg7 4. Bc4 Nf6 5. f4 O-O 6. Nf3 Nbd7 7. e5 dxe5 8. fxe5 Ne8 9. Be3 e6 10. Qd2 Nb6 11. Bd3 c6 12. Ne4 Nd5 13. Bf2 Qb6 14. c3 Qc7 15. c4 Ne7 16. h4 b5 17. cxb5 cxb5 18. Bxb5 Nf5 19. h5 a6 20. Bd3 Bb7 21. g4 Bxe4 22. Bxe4 Ne7 23. Bxa8 Nc6 24. Rc1 Qb8 25. Bxc6 Nc7 26. hxg6 fxg6 27. Ng5 Nd5 28. Nxe6 Rxf2 29. Kxf2 Bxe5 30. Bxd5 Bf4 31. Qxf4 Qxf4+ 32. Nxf4+ Kg7 33. Ne6+ Kf6 34. Rxh7 a5 35. Rf1 a4 36. Kg3# 1-0
0,Fm0Mc5dS,2015.08.01,18:43:48,AndrewLatham,FischyVishy,1877,1969,60+0,Rated Bullet tournament https://lichess.org/tournament/jPN44liJ,1. d4 c5 2. d5 d6 3. c4 Nf6 4. Nc3 e5 5. e4 Be7 6. f4 O-O 7. fxe5 dxe5 8. Nf3 Bd6 9. Bd3 a6 10. Bg5 Nbd7 11. Qd2 h6 12. Bh4 Re8 13. O-O-O Nf8 14. Rdf1 Ng6 15. g4 Nxh4 16. Nxh4 Be7 17. g5 Ng4 18. gxh6 Bg5 19. hxg7 Bxd2+ 20. Kxd2 Qxh4 21. h3 Nf2 22. Rh2 Ng4 23. Rhh1 Nh6 24. Nd1 Bxh3 25. Ne3 Qg3 26. Rfg1 Qf3 27. Be2 Qxe4 28. Rxh3 Qd4+ 29. Bd3 e4 30. Rxh6 Qxd3+ 31. Kc1 Qxe3+ 32. Kc2 Qxh6 33. Kc3 Qxg7+ 34. Rxg7+ Kxg7 35. Kd2 e3+ 36. Ke2 f5 37. b4 f4 38. bxc5 f3+ 39. Ke1 e2 40. Kf2 e1=Q+ 41. Kxf3 Qe2+ 42. Kf4 Rf8+ 43. Kg3 Kf6 44. Kf4 Rg8 45. d6 Raf8 46. d7 Ke6# 0-1
0,o9JWleZ2,2015.08.01,19:14:00,RicMarshall,antifascista,1400,1305,0+2,Rated Bullet game,1. e4 g6 2. d4 Bg7 3. e5 b6 4. Nf3 d6 5. Bf4 Bb7 6. Bb5+ Nc6 7. Nc3 Qd7 8. d5 O-O-O 9. dxc6 Bxc6 10. Bxc6 Qxc6 11. O-O dxe5 12. Bxe5 Bxe5 13. Nxe5 Qe6 14. Qe1 f6 15. Nf3 Qxe1 16. Rfxe1 Rd7 17. Ne4 f5 18. Neg5 h6 19. Nf7 Rh7 20. N7e5 Rd5 21. Nc6 Rc5 22. Nce5 e6 23. c3 Re7 24. Nxg6 Rd7 25. Nge5 Rdd5 26. Rac1 Ne7 27. b4 Rc4 28. Nd2 Rxc3 29. Rxc3 Rxd2 30. Rce3 Rxa2 31. b5 Ra5 32. Nc6 Rxb5 33. Nxe7+ Kd7 34. Ng6 Kd6 35. Rxe6+ Kc5 36. Re7 Kb4 37. g3 Rd5 38. Rxc7 b5 39. Rxa7 Kb3 40. Nf4 Rd4 41. Ne2 Rd2 42. Rb7 b4 43. Nf4 Rd4 44. h4 h5 45. Nxh5 Rd2 46. Ng7 Rd6 47. Nxf5 Rd5 48. Ne7 Rd7 49. Nc6 Rxb7 50. Rc1 Rf7 51. Rb1+ Kc4 52. Nxb4 Kc3 53. Nd5+ Kc2 54. Re1 Kd2 55. Re3 Kc2 56. h5 Rh7 57. Nf4 Kd2 58. Kh2 Rd7 59. Kh3 Rd4 60. h6 Rd7 61. Re6 Rf7 62. Kh4 Rh7 63. Kh5 Kc3 64. Kg6 Ra7 65. h7 Ra8 66. Rf6 Kc4 67. Kg7 Kc5 68. Rf8 Ra7+ 69. Kg8 Rxh7 70. Kxh7 Kd6 71. g4 Ke7 72. Kg7 Kd7 73. Kf7 Kd6 74. Ke8 Kc7 75. g5 Kb7 76. g6 Kc8 77. Rf6 Kb8 78. g7 Kc8 79. Rf7 Kb8 80. g8=Q Kc8 81. Kf8 Kd8 82. Kg7# 1-0
